"Term/Year Code","Coll","Dept","Degree","Major code","Major Name","Conc code","Concentration Name (if any)","Total","Men","Women","Sex Unknown","Caucasian","Asian American","African American","Hispanic","Native American","Hawaiian/Pacific Isl","Multiracial","International","Race Unknown","All   African American","All    Native American","All Hawaiian/ Pac Isl","All Asian","URM","Illinois","Non-Illinois","Academic Program Code","programtype"
"120251","KN","760","EDD","5399","Educ Policy, Orgzn & Leadrshp","5097","Educational Admin & Leadership",11,1,10,0,2,0,7,2,0,0,0,0,0,8,0,0,0,9,10,1,"10KS5399EDD","Graduate"
"120251","KN","760","EDD","5399","Educ Policy, Orgzn & Leadrshp","5097","Educational Admin & Leadership",2,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,"10KS5399EDDU","Graduate"
"120251","KN","760","EDD","5399","Educ Policy, Orgzn & Leadrshp","5097","Educational Admin & Leadership",36,16,20,0,19,2,4,9,0,0,2,0,0,7,3,0,3,14,36,0,"10KS5399EDDX","Graduate"
"120251","KN","760","EDD","5399","Educ Policy, Orgzn & Leadrshp","5137","Human Resource Development",3,1,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,3,0,"10KS5399EDD","Graduate"
"120251","KN","760","EDD","5399","Educ Policy, Orgzn & Leadrshp","5137","Human Resource Development",39,12,27,0,17,8,4,3,0,0,1,2,4,5,0,1,9,8,9,30,"10KS5399EDDU","Graduate"
"120251","KN","760","EDD","5399","Educ Policy, Orgzn & Leadrshp","5407","Learning Design and Leadership",7,2,5,0,6,0,0,0,0,0,1,0,0,0,1,0,0,1,6,1,"10KS5399EDD","Graduate"
"120251","KN","760","EDD","5399","Educ Policy, Orgzn & Leadrshp","5407","Learning Design and Leadership",79,28,51,0,53,3,3,2,0,0,2,1,15,3,0,1,5,6,32,47,"10KS5399EDDU","Graduate"
"120251","KN","760","EDD","5399","Educ Policy, Orgzn & Leadrshp","5471","Global Studies in Education",5,0,5,0,3,0,1,1,0,0,0,0,0,1,0,0,0,2,5,0,"10KS5399EDD","Graduate"
"120251","KN","760","EDD","5399","Educ Policy, Orgzn & Leadrshp","5471","Global Studies in Education",47,18,29,0,26,6,4,5,0,0,0,1,5,4,0,0,6,9,5,42,"10KS5399EDDU","Graduate"
"120251","KN","760","EDD","5399","Educ Policy, Orgzn & Leadrshp","5508","Diversity & Equity in Educ",7,2,5,0,0,0,3,3,0,0,0,1,0,4,0,0,0,6,6,1,"10KS5399EDD","Graduate"
"120251","KN","760","EDD","5399","Educ Policy, Orgzn & Leadrshp","5508","Diversity & Equity in Educ",104,29,73,2,44,6,28,15,0,1,6,0,4,35,2,1,8,48,30,74,"10KS5399EDDU","Graduate"
"120251","KN","760","EDM","5399","Educ Policy, Orgzn & Leadrshp",NA,"None",2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"10KS5399EDM","Graduate"
"120251","KN","760","EDM","5399","Educ Policy, Orgzn & Leadrshp","5096","Higher Education",12,4,8,0,6,1,1,4,0,0,0,0,0,1,0,0,1,5,12,0,"10KS5399EDM","Graduate"
"120251","KN","760","EDM","5399","Educ Policy, Orgzn & Leadrshp","5097","Educational Admin & Leadership",16,4,12,0,12,0,0,2,0,0,0,2,0,0,0,0,0,2,15,1,"10KS5399EDM","Graduate"
"120251","KN","760","EDM","5399","Educ Policy, Orgzn & Leadrshp","5097","Educational Admin & Leadership",8,2,6,0,5,2,0,1,0,0,0,0,0,0,0,0,2,1,8,0,"10KS5399EDMX","Graduate"
"120251","KN","760","EDM","5399","Educ Policy, Orgzn & Leadrshp","5137","Human Resource Development",10,2,8,0,4,0,3,2,0,0,0,1,0,3,0,0,0,5,9,1,"10KS5399EDM","Graduate"
"120251","KN","760","EDM","5399","Educ Policy, Orgzn & Leadrshp","5137","Human Resource Development",4,0,4,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,3,1,"10KS5399EDMU","Graduate"
"120251","KN","760","EDM","5399","Educ Policy, Orgzn & Leadrshp","5407","Learning Design and Leadership",16,6,10,0,11,1,2,1,0,0,0,0,1,2,0,0,1,3,6,10,"10KS5399EDMU","Graduate"
"120251","KN","760","EDM","5399","Educ Policy, Orgzn & Leadrshp","5471","Global Studies in Education",6,2,4,0,4,1,0,0,0,0,1,0,0,1,1,0,1,1,5,1,"10KS5399EDM","Graduate"
"120251","KN","760","EDM","5399","Educ Policy, Orgzn & Leadrshp","5471","Global Studies in Education",19,6,13,0,9,3,4,1,0,0,1,0,1,4,0,0,4,5,8,11,"10KS5399EDMU","Graduate"
"120251","KN","760","EDM","5399","Educ Policy, Orgzn & Leadrshp","5505","Social Sciences & Ed Policy",3,2,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,2,2,1,"10KS5399EDM","Graduate"
"120251","KN","760","EDM","5399","Educ Policy, Orgzn & Leadrshp","5506","History of Education",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"10KS5399EDM","Graduate"
"120251","KN","760","EDM","5399","Educ Policy, Orgzn & Leadrshp","5508","Diversity & Equity in Educ",17,3,14,0,9,0,2,3,0,0,2,1,0,3,0,0,1,6,17,0,"10KS5399EDM","Graduate"
"120251","KN","760","EDM","5399","Educ Policy, Orgzn & Leadrshp","5508","Diversity & Equity in Educ",59,9,48,2,32,6,4,11,0,0,4,0,2,6,5,0,8,17,32,27,"10KS5399EDMU","Graduate"
"120251","KN","760","EDM","5399","Educ Policy, Orgzn & Leadrshp","6167","Instructional Desgn,Tech & Org",2,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,"10KS5399EDM","Graduate"
"120251","KN","760","EDM","5399","Educ Policy, Orgzn & Leadrshp","6167","Instructional Desgn,Tech & Org",9,4,5,0,4,3,1,0,0,0,1,0,0,1,0,0,4,1,6,3,"10KS5399EDMU","Graduate"
"120251","KN","760","GCRT","6098","International Ed Leadership",NA,"None",6,1,5,0,5,0,1,0,0,0,0,0,0,1,0,0,0,1,1,5,"1PKS6098GCRU","Nondegree"
"120251","KN","760","GCRT","6099","Learning Design and Leadership",NA,"None",2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,"1PKS6099GCRU","Nondegree"
"120251","KN","760","GCRT","6117","Instruct Sys Design Mgmt Lead",NA,"None",5,0,5,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,"1PKS6117GCRU","Nondegree"
"120251","KN","760","MA","5399","Educ Policy, Orgzn & Leadrshp","5505","Social Sciences & Ed Policy",3,2,1,0,1,0,1,0,0,0,1,0,0,2,1,0,0,2,3,0,"10KS5399MA","Graduate"
"120251","KN","760","MA","5399","Educ Policy, Orgzn & Leadrshp","5507","Philosophy of Education",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"10KS5399MA","Graduate"
"120251","KN","760","NDEG","5399","Educ Policy, Orgzn & Leadrshp",NA,"None",2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"10KS5399NDEG","Nondegree"
"120251","KN","760","NDEG","5399","Educ Policy, Orgzn & Leadrshp",NA,"None",5,1,4,0,3,0,1,1,0,0,0,0,0,1,0,0,0,2,0,5,"10KS5399NDEU","Nondegree"
"120251","KN","760","NDEG","5399","Educ Policy, Orgzn & Leadrshp",NA,"None",39,9,30,0,23,3,2,4,0,0,0,1,6,3,0,0,3,6,0,39,"1PKS5399NDEU","Nondegree"
"120251","KN","760","PHD","0209","Ed Organization and Leadership",NA,"None",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"10KS0209PHD","Graduate"
"120251","KN","760","PHD","0220","Educational Policy Studies",NA,"None",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"10KS0220PHD","Graduate"
"120251","KN","760","PHD","5399","Educ Policy, Orgzn & Leadrshp",NA,"None",4,2,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,"10KS5399PHD","Graduate"
"120251","KN","760","PHD","5399","Educ Policy, Orgzn & Leadrshp","5096","Higher Education",23,9,14,0,7,1,8,3,0,0,0,4,0,9,0,0,1,11,15,8,"10KS5399PHD","Graduate"
"120251","KN","760","PHD","5399","Educ Policy, Orgzn & Leadrshp","5097","Educational Admin & Leadership",3,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,"10KS5399PHD","Graduate"
"120251","KN","760","PHD","5399","Educ Policy, Orgzn & Leadrshp","5137","Human Resource Development",17,2,15,0,2,3,2,0,0,1,0,9,0,2,0,1,3,3,5,12,"10KS5399PHD","Graduate"
"120251","KN","760","PHD","5399","Educ Policy, Orgzn & Leadrshp","5407","Learning Design and Leadership",6,3,3,0,2,0,0,1,0,0,0,3,0,0,0,0,0,1,2,4,"10KS5399PHD","Graduate"
"120251","KN","760","PHD","5399","Educ Policy, Orgzn & Leadrshp","5471","Global Studies in Education",24,5,19,0,3,1,2,4,0,0,0,13,1,2,0,0,1,6,6,18,"10KS5399PHD","Graduate"
"120251","KN","760","PHD","5399","Educ Policy, Orgzn & Leadrshp","5505","Social Sciences & Ed Policy",10,3,7,0,2,0,3,2,0,0,1,2,0,4,0,0,1,5,5,5,"10KS5399PHD","Graduate"
"120251","KN","760","PHD","5399","Educ Policy, Orgzn & Leadrshp","5506","History of Education",9,4,5,0,6,0,1,1,0,0,0,1,0,1,1,0,0,2,4,5,"10KS5399PHD","Graduate"
"120251","KN","760","PHD","5399","Educ Policy, Orgzn & Leadrshp","5507","Philosophy of Education",7,2,5,0,0,0,1,1,0,0,0,5,0,1,0,0,0,2,0,7,"10KS5399PHD","Graduate"
"120251","KN",NA,"College total",NA,"Education",NA,"College total",1718,378,1334,6,823,163,181,272,0,3,69,151,56,228,37,7,203,491,1133,585,NA,NA
"120251","KP","227","BS","5163","Agricultural & Biological Engr",NA,"None",28,14,14,0,15,5,0,5,0,0,1,2,0,0,0,0,6,5,23,5,"10KP5163BS","Undergraduate"
"120251","KP","227","BS","5163","Agricultural & Biological Engr","5270","Agricultural Engineering",4,2,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,"10KP5163BS","Undergraduate"
"120251","KP","227","BS","5163","Agricultural & Biological Engr","5271","Biological Engineering",9,3,6,0,7,2,0,0,0,0,0,0,0,0,0,0,2,0,6,3,"10KP5163BS","Undergraduate"
"120251","KP","227","MENGR","1211","Engineering","5370","Energy Systems",20,13,7,0,2,2,0,0,0,0,0,15,1,0,0,0,2,0,4,16,"1PKS5370MENG","Graduate"
"120251","KP","227","MENGR","1211","Engineering","5370","Energy Systems",17,14,3,0,11,3,0,1,0,0,0,1,1,0,1,0,3,1,6,11,"1PKS5370MENU","Graduate"
"120251","KP","227","MENGR","1211","Engineering","5982","Autonomy and Robotics",24,24,0,0,0,3,0,0,0,0,0,21,0,0,0,0,3,0,1,23,"1PKS5982MENG","Graduate"
"120251","KP","227","MENGR","1211","Engineering","6120","Digital Agriculture",2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,"1PKS6120MENU","Graduate"
"120251","KP","227","MENGR","1211","Engineering","6149","Chemical Engineering Leadershp",9,5,4,0,2,1,0,0,0,0,0,6,0,0,0,0,1,0,2,7,"1PKS6149MENG","Graduate"
"120251","KP","227","MENGR","1211","Engineering","6149","Chemical Engineering Leadershp",6,5,1,0,2,3,0,0,0,0,0,0,1,0,0,0,3,0,2,4,"1PKS6149MENU","Graduate"
"120251","KP","227","MS","5163","Agricultural & Biological Engr",NA,"None",10,8,2,0,0,0,0,0,0,0,1,9,0,0,0,0,1,0,1,9,"10KS5163MS","Graduate"
"120251","KP","227","MS","5163","Agricultural & Biological Engr","5511","Computational Sci & Engr",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"10KS5163MS","Graduate"
"120251","KP","227","NDEG","0067","Nondegree",NA,"None",114,88,26,0,13,1,1,0,0,0,1,98,0,1,0,0,2,1,16,98,"10KP0067NDEG","Nondegree"
"120251","KP","227","NDEG","1211","Engineering",NA,"None",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"10KP1211NDEU","Nondegree"
"120251","KP","227","NDEG","1211","Engineering",NA,"None",39,32,7,0,10,3,1,4,0,0,2,5,14,2,0,0,4,6,0,39,"10KS1211NDEU","Nondegree"
"120251","KP","227","PHD","5163","Agricultural & Biological Engr",NA,"None",44,28,15,1,11,0,1,1,0,0,1,30,0,1,1,0,1,2,4,40,"10KS5163PHD","Graduate"
"120251","KP","227","PHD","5163","Agricultural & Biological Engr","5511","Computational Sci & Engr",4,3,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,"10KS5163PHD","Graduate"
"120251","KP","227","PHD","5163","Agricultural & Biological Engr","6091","Data Science and Engineering",5,2,3,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,"10KS5163PHD","Graduate"
"120251","KP","244","BS","0121","Engineering Physics",NA,"None",77,67,10,0,27,24,0,8,0,0,1,16,1,0,0,0,27,8,42,35,"10KP0121BS","Undergraduate"
"120251","KP","244","BS","0240","Physics",NA,"None",419,337,82,0,145,88,4,15,0,0,17,140,10,6,3,1,105,22,176,243,"10KP0240BS","Undergraduate"
"120251","KP","244","BS","6150","Computer Science and Physics",NA,"None",45,39,6,0,6,22,1,0,0,0,2,13,1,1,0,0,24,1,15,30,"10KP6150BS","Undergraduate"
"120251","KP","244","MENGR","1211","Engineering","6084","Instrumentation & Applied Phys",6,5,1,0,3,1,0,0,0,0,0,2,0,0,0,0,1,0,2,4,"1PKS6084MENG","Graduate"
"120251","KP","244","MS","0240","Physics",NA,"None",6,5,1,0,0,2,0,0,0,0,0,4,0,0,0,0,2,0,0,6,"10KS0240MS","Graduate"
"120251","KP","244","PHD","0240","Physics",NA,"None",325,236,89,0,107,30,2,28,0,0,14,141,3,9,3,1,41,35,23,302,"10KS0240PHD","Graduate"
"120251","KP","244","PHD","0240","Physics","5511","Computational Sci & Engr",7,5,2,0,2,0,0,1,0,0,0,4,0,0,1,0,0,1,0,7,"10KS0240PHD","Graduate"
"120251","KP","244","PHD","0240","Physics","6091","Data Science and Engineering",2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,"10KS0240PHD","Graduate"
"120251","KP","251","BS","0106","Civil Engineering",NA,"None",645,429,216,0,326,103,13,94,0,1,29,70,9,23,9,3,126,117,468,177,"10KP0106BS","Undergraduate"
"120251","KP","251","BS","1233","Environmental Engineering",NA,"None",112,51,61,0,53,22,1,17,0,0,4,14,1,2,1,0,26,19,80,32,"10KP1233BS","Undergraduate"
"120251","KP","251","MS","0106","Civil Engineering",NA,"None",157,121,36,0,37,4,1,15,0,0,1,99,0,1,0,0,5,16,38,119,"10KS0106MS","Graduate"
"120251","KP","251","MS","0106","Civil Engineering",NA,"None",88,68,18,2,50,12,2,14,0,0,0,6,4,3,2,0,13,16,26,62,"10KS0106MSU","Graduate"
"120251","KP","251","MS","0106","Civil Engineering","5511","Computational Sci & Engr",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"10KS0106MS","Graduate"
"120251","KP","251","MS","0106","Civil Engineering","5861","Entrepreneurship & Innovation",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"10KS0106MS","Graduate"
"120251","KP","251","MS","0231","Environ Engr in Civil Engr",NA,"None",17,7,9,1,4,0,0,0,0,0,0,13,0,0,0,0,0,0,3,14,"10KS0231MS","Graduate"
"120251","KP","251","MS","0231","Environ Engr in Civil Engr",NA,"None",13,5,8,0,7,2,1,1,0,0,2,0,0,2,0,0,4,3,6,7,"10KS0231MSU","Graduate"
"120251","KP","251","NDEG","0106","Civil Engineering",NA,"None",2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,"10KP0106NDEX","Nondegree"
"120251","KP","251","PHD","0106","Civil Engineering",NA,"None",171,120,51,0,12,4,1,2,0,0,0,152,0,1,0,0,4,3,10,161,"10KS0106PHD","Graduate"
"120251","KP","251","PHD","0106","Civil Engineering","5511","Computational Sci & Engr",24,19,5,0,1,1,0,0,0,0,0,22,0,0,0,0,1,0,0,24,"10KS0106PHD","Graduate"
"120251","KP","251","PHD","0106","Civil Engineering","6091","Data Science and Engineering",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"10KS0106PHD","Graduate"
"120251","KP","251","PHD","0231","Environ Engr in Civil Engr",NA,"None",46,16,30,0,4,1,0,1,0,0,2,38,0,0,2,0,1,3,2,44,"10KS0231PHD","Graduate"
"120251","KP","251","PHD","0231","Environ Engr in Civil Engr","5511","Computational Sci & Engr",6,2,4,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,6,"10KS0231PHD","Graduate"
"120251","KP","251","PHD","0231","Environ Engr in Civil Engr","6091","Data Science and Engineering",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"10KS0231PHD","Graduate"
"120251","KP","343","BS","0408","Bioengineering",NA,"None",419,180,239,0,145,175,7,34,0,0,18,30,10,9,2,0,197,41,317,102,"10KP0408BS","Undergraduate"
"120251","KP","343","BS","6131","Neural Engineering",NA,"None",52,25,27,0,23,20,0,3,0,0,1,3,2,0,0,0,22,3,41,11,"10KP6131BS","Undergraduate"
"120251","KP","343","BS","6151","ComputerScience&Bioengineering",NA,"None",37,18,19,0,4,21,0,1,0,0,1,7,3,0,1,0,21,2,15,22,"10KP6151BS","Undergraduate"
"120251","KP","343","MENGR","0408","Bioengineering","5542","General Bioengineering",17,8,9,0,6,2,1,1,0,0,0,6,1,1,0,0,2,2,11,6,"1PKS5542MENG","Graduate"
"120251","KP","343","MENGR","0408","Bioengineering","5542","General Bioengineering",22,13,9,0,9,7,2,2,0,0,2,0,0,2,2,0,9,5,9,13,"1PKS5542MENU","Graduate"
"120251","KP","343","MENGR","0408","Bioengineering","5545","Bioinstrumentation",10,7,3,0,3,3,0,0,0,0,0,4,0,0,0,0,3,0,4,6,"1PKS5545MENG","Graduate"
"120251","KP","343","MENGR","0408","Bioengineering","5545","Bioinstrumentation",9,6,3,0,3,3,0,1,0,0,0,1,1,0,0,0,3,1,1,8,"1PKS5545MENU","Graduate"
"120251","KP","343","MS","0408","Bioengineering",NA,"None",5,2,3,0,1,1,1,1,0,0,0,1,0,2,0,0,1,2,1,4,"10KS0408MS","Graduate"
"120251","KP","343","MS","6019","Biomedical Image Computing",NA,"None",13,8,5,0,1,2,0,1,0,0,0,9,0,0,0,0,3,1,1,12,"1PKS6019MS","Graduate"
"120251","KP","343","MS","6019","Biomedical Image Computing",NA,"None",5,2,3,0,0,2,1,0,0,0,1,0,1,2,0,0,2,2,2,3,"1PKS6019MSU","Graduate"
"120251","KP","343","PHD","0408","Bioengineering",NA,"None",115,70,45,0,24,9,1,5,0,0,1,75,0,1,1,0,10,6,10,105,"10KS0408PHD","Graduate"
"120251","KP","343","PHD","0408","Bioengineering","6091","Data Science and Engineering",3,1,2,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,3,"10KS0408PHD","Graduate"
"120251","KP","422","BS","0127","Industrial Engineering",NA,"None",300,212,88,0,94,87,5,18,0,0,9,80,7,7,1,1,97,26,167,133,"10KP0127BS","Undergraduate"
"120251","KP","422","BS","5532","Systems Engineering and Design",NA,"None",320,229,91,0,97,85,7,47,0,0,10,59,15,8,0,1,97,55,191,129,"10KP5532BS","Undergraduate"
"120251","KP","422","MS","0127","Industrial Engineering",NA,"None",38,33,5,0,0,0,0,1,0,0,1,36,0,1,0,0,0,2,1,37,"10KS0127MS","Graduate"
"120251","KP","422","MS","0127","Industrial Engineering",NA,"None",2,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,1,0,2,"10KS0127MSU","Graduate"
"120251","KP","422","MS","0127","Industrial Engineering","5539","Advanced Analytics in IESE",5,4,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,"10KS0127MS","Graduate"
"120251","KP","422","MS","3846","Systems & Entrepreneurial Engr",NA,"None",5,3,2,0,1,1,0,1,0,0,0,2,0,0,0,0,1,1,1,4,"10KS3846MS","Graduate"
"120251","KP","422","PHD","0127","Industrial Engineering",NA,"None",52,38,14,0,3,9,1,1,0,0,0,37,1,1,0,0,9,2,1,51,"10KS0127PHD","Graduate"
"120251","KP","422","PHD","0127","Industrial Engineering","6091","Data Science and Engineering",6,5,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,"10KS0127PHD","Graduate"
"120251","KP","422","PHD","3846","Systems & Entrepreneurial Engr",NA,"None",18,14,4,0,3,0,0,0,0,0,2,13,0,1,1,0,1,1,3,15,"10KS3846PHD","Graduate"
"120251","KP","422","PHD","3846","Systems & Entrepreneurial Engr","6091","Data Science and Engineering",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"10KS3846PHD","Graduate"
"120251","KP","434","BS","0112","Computer Science",NA,"None",1132,723,409,0,192,525,25,68,0,0,38,256,28,31,6,3,562,99,642,490,"10KP0112BS","Undergraduate"
"120251","KP","434","CERT","6079","Computing Fundamentals",NA,"None",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"10KS6079CERU","Graduate"
"120251","KP","434","GCRT","6079","Computing Fundamentals",NA,"None",5,3,2,0,1,1,1,1,0,0,1,0,0,1,1,0,1,3,5,0,"10KS6079GCRT","Nondegree"
"120251","KP","434","GCRT","6079","Computing Fundamentals",NA,"None",15,8,7,0,3,3,3,2,0,0,0,1,3,3,0,0,3,5,9,6,"10KS6079GCRU","Nondegree"
"120251","KP","434","MCS","0112","Computer Science",NA,"None",559,445,112,2,21,101,2,3,0,0,3,421,8,2,0,1,105,6,53,506,"10KS0112MCS","Graduate"
"120251","KP","434","MCS","0112","Computer Science",NA,"None",44,37,7,0,11,19,0,0,0,0,1,13,0,0,0,0,20,0,22,22,"10KS0112MCSX","Graduate"
"120251","KP","434","MCS","0112","Computer Science",NA,"None",1317,987,312,18,260,550,15,58,0,2,27,193,212,21,9,2,578,81,226,1091,"1SKS0112MCSU","Graduate"
"120251","KP","434","MCS","0112","Computer Science","5458","BS/MCS Computer Science",80,53,27,0,10,54,1,0,0,0,3,11,1,1,0,0,57,1,30,50,"10KS5458MCS","Graduate"
"120251","KP","434","MS","0112","Computer Science",NA,"None",124,100,24,0,5,19,3,0,0,0,0,97,0,3,0,0,19,3,10,114,"10KS0112MS","Graduate"
"120251","KP","434","MS","0112","Computer Science","1854","CS:BS/MS Program",8,8,0,0,1,5,0,0,0,0,1,1,0,0,0,0,6,0,2,6,"10KS1854MS","Graduate"
"120251","KP","434","MS","4026","Bioinformatics","4028","Computer Science",2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,"10KS4028MS","Graduate"
"120251","KP","434","NDEG","0112","Computer Science",NA,"None",10,10,0,0,2,2,1,0,0,0,0,2,3,1,0,0,2,1,0,10,"1SKS0112NDEU","Nondegree"
"120251","KP","434","PHD","0112","Computer Science",NA,"None",555,407,148,0,67,66,9,15,0,0,7,389,2,12,1,0,74,26,22,533,"10KS0112PHD","Graduate"
"120251","KP","434","PHD","0112","Computer Science","5511","Computational Sci & Engr",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"10KS0112PHD","Graduate"
"120251","KP","545","MS","5244","Financial Engineering",NA,"None",31,25,6,0,0,1,0,1,0,0,0,29,0,0,0,0,1,1,2,29,"10KS5244MS","Graduate"
"120251","KP","545","MS","5244","Financial Engineering","5511","Computational Sci & Engr",7,6,1,0,0,1,0,0,0,0,0,6,0,0,0,0,1,0,0,7,"10KS5244MS","Graduate"
"120251","KP","545","MS","5244","Financial Engineering","5539","Advanced Analytics in IESE",3,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,"10KS5244MS","Graduate"
"120251","KP","545","MS","5244","Financial Engineering","5877","Data Analytics in Finance",5,3,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,"10KS5244MS","Graduate"
"120251","KP","545","MS","5244","Financial Engineering","6123","Automated Trading Practices",4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,"10KS5244MS","Graduate"
"120251","KP","615","BS","4048","Aerospace Engineering",NA,"None",732,574,157,1,309,195,12,85,0,0,37,78,16,20,6,2,227,104,484,248,"10KP4048BS","Undergraduate"
"120251","KP","615","MENGR","1211","Engineering","5862","Aerospace Systems Engineering",4,3,1,0,0,3,0,0,0,0,0,1,0,0,0,0,3,0,1,3,"1PKS5862MENG","Graduate"
"120251","KP","615","MENGR","1211","Engineering","5862","Aerospace Systems Engineering",12,12,0,0,9,0,1,1,0,0,0,0,1,1,0,0,0,2,3,9,"1PKS5862MENU","Graduate"
"120251","KP","615","MS","4048","Aerospace Engineering",NA,"None",76,60,16,0,22,7,1,6,0,0,2,38,0,1,1,0,9,7,19,57,"10KS4048MS","Graduate"
"120251","KP","615","MS","4048","Aerospace Engineering",NA,"None",65,53,11,1,31,18,1,10,0,0,3,0,2,2,2,1,21,12,17,48,"10KS4048MSU","Graduate"
"120251","KP","615","MS","4048","Aerospace Engineering","5511","Computational Sci & Engr",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"10KS4048MS","Graduate"
"120251","KP","615","PHD","4048","Aerospace Engineering",NA,"None",138,115,23,0,39,15,2,3,0,0,2,77,0,2,0,0,17,5,16,122,"10KS4048PHD","Graduate"
"120251","KP","615","PHD","4048","Aerospace Engineering","5511","Computational Sci & Engr",8,7,1,0,3,0,0,1,0,0,0,4,0,0,0,0,0,1,0,8,"10KS4048PHD","Graduate"
"120251","KP","917","BS","0118","Engineering Mechanics",NA,"None",101,85,15,1,26,24,0,8,0,0,2,39,2,0,0,0,26,8,41,60,"10KP0118BS","Undergraduate"
"120251","KP","917","BS","0133","Mechanical Engineering",NA,"None",1044,818,226,0,388,285,20,110,1,0,58,169,13,28,13,0,338,140,656,388,"10KP0133BS","Undergraduate"
"120251","KP","917","MENGR","0133","Mechanical Engineering",NA,"None",55,50,5,0,6,5,1,2,0,0,1,40,0,1,0,0,6,3,14,41,"1PKS0133MENG","Graduate"
"120251","KP","917","MENGR","0133","Mechanical Engineering",NA,"None",38,33,5,0,18,12,1,5,0,0,1,0,1,1,1,0,14,7,13,25,"1PKS0133MENU","Graduate"
"120251","KP","917","MENGR","0133","Mechanical Engineering","5861","Entrepreneurship & Innovation",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"1PKS0133MENG","Graduate"
"120251","KP","917","MENGR","0133","Mechanical Engineering","5861","Entrepreneurship & Innovation",2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,"1PKS0133MENU","Graduate"
"120251","KP","917","MS","0133","Mechanical Engineering",NA,"None",74,62,12,0,10,7,1,4,0,0,0,52,0,1,0,0,7,5,13,61,"10KS0133MS","Graduate"
"120251","KP","917","MS","0133","Mechanical Engineering",NA,"None",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"10KS0133MSU","Graduate"
"120251","KP","917","MS","0133","Mechanical Engineering","5511","Computational Sci & Engr",2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"10KS0133MS","Graduate"
"120251","KP","917","MS","0242","Theoretical & Applied Mechans",NA,"None",3,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,"10KS0242MS","Graduate"
"120251","KP","917","NDEG","0133","Mechanical Engineering",NA,"None",21,19,2,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,21,"10KP0133NDEX","Nondegree"
