"Term/Year Code","Coll","Dept","Degree","Major code","Major Name","Conc code","Concentration Name (if any)","Total","Men","Women","Sex Unknown","Caucasian","Asian American","African American","Hispanic","Native American","Hawaiian/Pacific Isl","Multiracial","International","Race Unknown","All   African American","All    Native American","All Hawaiian/ Pac Isl","All Asian","URM","Illinois","Non-Illinois","Academic Program Code","programtype"
"120251","KL","741","BS","6028","Engr Tech & Mgmt for Ag Sys","6005","Energy and the Environment",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"10KL8037BS","Undergraduate"
"120251","KL","741","BSAG","5163","Agricultural & Biological Engr",NA,"None",62,35,27,0,29,10,3,9,0,0,5,6,0,3,0,0,16,12,47,15,"10KL5163BSAG","Undergraduate"
"120251","KL","741","MS","0025","Technical Systems Management",NA,"None",1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,"10KS0025MS","Graduate"
"120251","KL","741","MS","6028","Engr Tech & Mgmt for Ag Sys",NA,"None",8,8,0,0,5,0,1,1,0,0,0,1,0,1,0,0,0,2,6,2,"10KS6028MS","Graduate"
"120251","KL","741","MS","6028","Engr Tech & Mgmt for Ag Sys","5166","Professional Science Masters",6,5,1,0,1,1,1,3,0,0,0,0,0,1,1,0,1,4,5,1,"1PKS6028MS","Graduate"
"120251","KL","793","BS","0048","Human Development & Family St",NA,"None",219,13,206,0,87,15,31,81,1,0,4,0,0,37,5,1,19,114,211,8,"10KL0048BS","Undergraduate"
"120251","KL","793","BS","0048","Human Development & Family St","0049","Child and Adolescent Dev",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"10KL0049BS","Undergraduate"
"120251","KL","793","BS","0048","Human Development & Family St","0050","Family Studies",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,"10KL0050BS","Undergraduate"
"120251","KL","793","PHD","5577","Human Dvlpmt & Family Studies",NA,"None",30,4,26,0,3,3,2,6,0,0,1,15,0,4,0,0,5,8,2,28,"10KS5577PHD","Graduate"
"120251","KL","802","BS","0030","Crop Sciences","0031","Agroecology",5,1,4,0,2,2,0,1,0,0,0,0,0,0,0,0,2,1,4,1,"10KL0031BS","Undergraduate"
"120251","KL","802","BS","0030","Crop Sciences","0032","Plant Protection",3,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,"10KL0032BS","Undergraduate"
"120251","KL","802","BS","0030","Crop Sciences","0034","Crop Agribusiness",20,14,6,0,15,0,0,1,0,0,1,1,2,0,0,0,1,1,19,1,"10KL0034BS","Undergraduate"
"120251","KL","802","BS","0030","Crop Sciences","0035","Plant Biotech & Molecular Bio",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"10KL0035BS","Undergraduate"
"120251","KL","802","BS","0030","Crop Sciences","5560","Horticultural Food Systems",5,4,1,0,3,1,0,0,0,0,1,0,0,0,1,0,1,1,5,0,"10KL5560BS","Undergraduate"
"120251","KL","802","BS","0177","Agronomy",NA,"None",13,7,6,0,9,0,0,2,0,0,0,2,0,0,0,0,0,2,11,2,"10KL0177BS","Undergraduate"
"120251","KL","802","BS","5461","Plant Biotechnology",NA,"None",30,11,19,0,19,3,2,4,0,0,0,2,0,2,1,0,3,6,25,5,"10KL5461BS","Undergraduate"
"120251","KL","802","BS","5461","Plant Biotechnology",NA,"None",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"10KL8037BS","Undergraduate"
"120251","KL","802","BS","5623","Computer Science&Crop Sciences",NA,"None",20,13,7,0,3,14,1,0,0,0,0,2,0,1,0,0,14,1,10,10,"10KL5623BS","Undergraduate"
"120251","KL","802","MS","0030","Crop Sciences",NA,"None",32,16,16,0,12,2,0,2,0,0,0,16,0,0,0,0,2,2,12,20,"10KS0030MS","Graduate"
"120251","KL","802","MS","0030","Crop Sciences",NA,"None",17,7,10,0,12,1,0,3,0,0,0,0,1,0,0,0,1,3,12,5,"10KS0030MSU","Graduate"
"120251","KL","802","MS","0030","Crop Sciences","5883","BS/MS Crop Sciences",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"10KS5883MS","Graduate"
"120251","KL","802","MS","4026","Bioinformatics","5100","Crop Science",4,1,3,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,2,2,"10KS5100MS","Graduate"
"120251","KL","802","NDEG","0030","Crop Sciences",NA,"None",1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,"10KS0030NDEG","Nondegree"
"120251","KL","802","NDEG","0030","Crop Sciences",NA,"None",5,1,4,0,3,0,2,0,0,0,0,0,0,2,0,0,0,2,4,1,"10KS0030NDEU","Nondegree"
"120251","KL","802","NDEG","0063","Horticulture",NA,"None",17,6,11,0,9,1,0,0,1,0,1,0,5,1,2,0,1,2,0,17,"1PKL0063NDEU","Nondegree"
"120251","KL","802","PHD","0030","Crop Sciences",NA,"None",52,21,31,0,15,0,1,3,0,0,1,32,0,1,0,0,1,4,11,41,"10KS0030PHD","Graduate"
"120251","KL","875","BS","0051","Natural Resrcs & Environ Sci","0057","Fish and Wildlife Conservation",1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,"10KL0051BS","Undergraduate"
"120251","KL","875","BS","0051","Natural Resrcs & Environ Sci","5239","Humn Dimnsns of the Environmnt",60,19,41,0,39,3,2,7,0,0,4,4,1,3,1,0,6,10,54,6,"10KL0051BS","Undergraduate"
"120251","KL","875","BS","0051","Natural Resrcs & Environ Sci","5685","Environmental Science & Mgmt",72,32,40,0,34,12,1,15,0,0,2,8,0,1,0,1,14,17,57,15,"10KL0051BS","Undergraduate"
"120251","KL","875","BS","0051","Natural Resrcs & Environ Sci","5686","Ecosys Stewardship & Rest Ecol",72,29,43,0,47,5,0,7,0,0,6,6,1,1,0,0,10,8,61,11,"10KL0051BS","Undergraduate"
"120251","KL","875","BS","0051","Natural Resrcs & Environ Sci","5687","Fish Wildlife Conserve Biol",104,39,65,0,69,8,2,17,0,0,7,1,0,3,1,0,15,19,101,3,"10KL0051BS","Undergraduate"
"120251","KL","875","GCRT","6213","Wetland Science & Conservation",NA,"None",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1PKS6213GCRU","Nondegree"
"120251","KL","875","MS","0190","Natural Res & Env Sciences",NA,"None",49,12,37,0,31,1,2,6,0,0,2,7,0,3,1,0,1,10,21,28,"10KS0190MS","Graduate"
"120251","KL","875","MS","0190","Natural Res & Env Sciences",NA,"None",52,20,31,1,39,1,1,3,2,0,0,1,5,2,2,0,1,6,35,17,"10KS0190MSU","Graduate"
"120251","KL","875","NDEG","0190","Natural Res & Env Sciences",NA,"None",12,4,8,0,8,0,0,3,0,0,1,0,0,1,0,0,0,4,0,12,"10KS0190NDEU","Nondegree"
"120251","KL","875","PHD","0190","Natural Res & Env Sciences",NA,"None",42,16,26,0,16,0,1,1,0,0,0,24,0,2,1,0,0,2,8,34,"10KS0190PHD","Graduate"
"120251","KL","971","MS","0191","Nutritional Sciences",NA,"None",10,2,8,0,3,3,0,3,0,0,0,1,0,0,0,0,3,3,5,5,"10KS0191MS","Graduate"
"120251","KL","971","PHD","0191","Nutritional Sciences",NA,"None",27,6,21,0,5,2,1,2,0,0,0,17,0,1,0,0,2,3,2,25,"10KS0191PHD","Graduate"
"120251","KL",NA,"College total",NA,"Agr, Cons, Env Sci",NA,"College total",3598,1517,2079,2,1807,374,224,606,8,4,115,410,50,290,61,13,479,881,2786,812,NA,NA
"120251","KM","260","BS","0075","Finance",NA,"None",398,299,99,0,167,76,21,76,1,0,15,35,7,34,9,1,86,106,331,67,"10KM0075BS","Undergraduate"
"120251","KM","260","BS","0075","Finance",NA,"None",288,193,95,0,143,71,6,32,0,0,11,21,4,8,1,1,81,40,237,51,"10KM8037BS","Undergraduate"
"120251","KM","260","BS","6076","Finance + Data Science",NA,"None",206,138,67,1,58,81,5,11,0,0,5,39,7,7,1,1,86,18,125,81,"10KM6076BS","Undergraduate"
"120251","KM","260","BS","6076","Finance + Data Science",NA,"None",14,10,4,0,2,9,2,1,0,0,0,0,0,2,0,0,9,3,11,3,"10KM8037BS","Undergraduate"
"120251","KM","260","MS","5624","Finance",NA,"None",168,112,55,1,5,4,1,1,0,0,1,156,0,2,0,0,5,3,7,161,"10KS5624MSK","Graduate"
"120251","KM","260","MS","5624","Finance","5877","Data Analytics in Finance",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"10KS5624MSK","Graduate"
"120251","KM","260","PHD","5624","Finance",NA,"None",14,10,4,0,1,2,0,0,0,0,0,11,0,0,0,0,2,0,0,14,"10KS5624PHD","Graduate"
"120251","KM","346","BS","0071","Accountancy",NA,"None",362,201,161,0,152,65,8,56,0,0,9,64,8,12,4,0,72,66,285,77,"10KM0071BS","Undergraduate"
"120251","KM","346","BS","0071","Accountancy",NA,"None",281,151,130,0,126,85,1,20,0,0,12,33,4,2,1,0,97,21,224,57,"10KM8037BS","Undergraduate"
"120251","KM","346","BS","6077","Accountancy + Data Science",NA,"None",166,83,83,0,37,53,2,11,0,0,0,61,2,2,0,0,53,13,89,77,"10KM6077BS","Undergraduate"
"120251","KM","346","BS","6077","Accountancy + Data Science",NA,"None",7,4,3,0,2,3,0,0,0,0,0,2,0,0,0,0,3,0,5,2,"10KM8037BS","Undergraduate"
"120251","KM","346","GCRT","5187","Taxation",NA,"None",6,2,3,1,3,1,1,1,0,0,0,0,0,1,0,0,1,2,0,6,"1PKS5187GCRU","Nondegree"
"120251","KM","346","GCRT","6017","Accounting Data Analytics",NA,"None",9,3,6,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,3,6,"1PKS6017GCRU","Nondegree"
"120251","KM","346","GCRT","6140","Accounting Foundations",NA,"None",17,8,9,0,13,1,2,1,0,0,0,0,0,2,0,0,1,3,6,11,"1PKS6140GCRU","Nondegree"
"120251","KM","346","GCRT","6141","CPA Pathways",NA,"None",11,8,3,0,6,3,0,1,0,0,0,0,1,0,0,0,3,1,1,10,"1PKS6141GCRU","Nondegree"
"120251","KM","346","MAS","5666","Accountancy","5101","Taxation",45,23,22,0,17,7,0,5,0,0,2,14,0,1,1,0,8,6,28,17,"10KS5666MAS","Graduate"
"120251","KM","346","MAS","5666","Accountancy","5899","Financial Reporting& Assurance",112,50,62,0,37,20,6,7,0,0,3,39,0,7,0,0,22,14,66,46,"10KS5666MAS","Graduate"
"120251","KM","346","MS","5666","Accountancy",NA,"None",119,36,82,1,7,7,0,3,0,0,1,101,0,1,1,0,7,4,13,106,"10KS5666MSK","Graduate"
"120251","KM","346","MS","5666","Accountancy",NA,"None",453,256,194,3,200,110,20,43,0,0,10,23,47,28,3,1,118,69,157,296,"1PKS5666MSU","Graduate"
"120251","KM","346","MS","5666","Accountancy","5101","Taxation",4,3,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,"10KS5666MSK","Graduate"
"120251","KM","346","MS","5666","Accountancy","5474","Finance",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"10KS5666MSK","Graduate"
"120251","KM","346","MS","5666","Accountancy","5538","Data Analytics in Accountancy",47,14,33,0,0,3,0,0,0,0,0,44,0,0,0,0,3,0,1,46,"10KS5666MSK","Graduate"
"120251","KM","346","NDEG","5666","Accountancy",NA,"None",38,21,16,1,13,5,6,3,0,0,1,5,5,6,0,0,6,9,11,27,"1EKS5666NDEU","Nondegree"
"120251","KM","346","NDEG","5666","Accountancy",NA,"None",15,5,9,1,7,2,1,2,0,0,0,1,2,1,0,0,2,3,4,11,"1PKS5666NDEU","Nondegree"
"120251","KM","346","PHD","5666","Accountancy",NA,"None",16,6,10,0,3,2,2,1,0,0,0,8,0,2,0,0,2,3,0,16,"10KS5666PHD","Graduate"
"120251","KM","902","BS","1432","Marketing",NA,"None",124,43,81,0,58,16,9,25,0,0,9,7,0,16,1,0,23,38,111,13,"10KM1432BS","Undergraduate"
"120251","KM","902","BS","1432","Marketing",NA,"None",185,37,148,0,86,38,5,34,0,0,6,12,4,9,6,1,44,41,162,23,"10KM8037BS","Undergraduate"
"120251","KM","902","BS","5071","Supply Chain Management",NA,"None",17,8,9,0,7,6,1,1,0,0,1,0,1,1,0,0,7,2,12,5,"10KM5071BS","Undergraduate"
"120251","KM","902","BS","5071","Supply Chain Management",NA,"None",60,27,33,0,30,12,2,7,0,0,2,5,2,4,1,1,15,10,51,9,"10KM8037BS","Undergraduate"
"120251","KM","902","BS","5073","Management",NA,"None",36,18,18,0,15,2,7,4,0,0,3,5,0,7,0,0,5,11,29,7,"10KM5073BS","Undergraduate"
"120251","KM","902","BS","5073","Management",NA,"None",29,7,22,0,16,4,2,5,0,0,1,1,0,2,0,0,5,7,25,4,"10KM8037BS","Undergraduate"
"120251","KM","902","BS","5597","Information Systems",NA,"None",39,22,16,1,7,16,2,11,0,0,1,2,0,2,2,0,17,14,34,5,"10KM5597BS","Undergraduate"
"120251","KM","902","BS","5597","Information Systems",NA,"None",55,19,36,0,20,21,1,7,0,0,2,2,2,2,0,0,23,8,46,9,"10KM8037BS","Undergraduate"
"120251","KM","902","BS","5600","Operations Management",NA,"None",18,9,9,0,7,4,2,3,0,0,0,2,0,2,0,0,4,5,14,4,"10KM5600BS","Undergraduate"
"120251","KM","902","BS","5600","Operations Management",NA,"None",12,4,8,0,6,2,1,1,0,0,0,2,0,1,0,0,2,2,9,3,"10KM8037BS","Undergraduate"
"120251","KM","902","BS","5741","STR BUS DEV & Entrepreneurship",NA,"None",3,1,2,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,2,"10KM5741BS","Undergraduate"
"120251","KM","902","BS","5741","STR BUS DEV & Entrepreneurship",NA,"None",2,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,"10KM8037BS","Undergraduate"
"120251","KM","902","BS","6127","Strategy, Innovation & Entrep",NA,"None",18,7,11,0,5,3,2,3,0,0,1,4,0,3,0,0,4,6,12,6,"10KM6127BS","Undergraduate"
"120251","KM","902","BS","6127","Strategy, Innovation & Entrep",NA,"None",9,2,7,0,5,2,0,1,0,0,1,0,0,0,0,0,3,1,8,1,"10KM8037BS","Undergraduate"
"120251","KM","902","BS","6146","Business + Data Science",NA,"None",22,11,11,0,4,13,2,0,0,0,1,2,0,2,0,0,14,2,17,5,"10KM6146BS","Undergraduate"
"120251","KM","902","BS","6146","Business + Data Science",NA,"None",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"10KM8037BS","Undergraduate"
"120251","KM","902","GCRT","6011","Strategic Leadership & Mgmt",NA,"None",45,33,11,1,32,4,2,2,0,0,1,2,2,2,1,0,5,4,20,25,"1PKS6011GCRU","Nondegree"
"120251","KM","902","GCRT","6012","Managerial Econ & Bus Analysis",NA,"None",10,8,2,0,8,0,1,1,0,0,0,0,0,1,0,0,0,2,1,9,"1PKS6012GCRU","Nondegree"
"120251","KM","902","GCRT","6013","Global Challenges in Business",NA,"None",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1PKS6013GCRU","Nondegree"
"120251","KM","902","GCRT","6014","Financial Management",NA,"None",16,11,4,1,5,1,1,1,0,0,2,2,4,1,1,1,2,3,5,11,"1PKS6014GCRU","Nondegree"
"120251","KM","902","GCRT","6015","Entrpshp & Strategic Innov",NA,"None",5,4,1,0,1,2,1,0,0,0,1,0,0,1,0,0,3,1,3,2,"1PKS6015GCRU","Nondegree"
"120251","KM","902","GCRT","6016","Value Chain Management",NA,"None",5,4,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,"1PKS6016GCRU","Nondegree"
"120251","KM","902","GCRT","6018","Digital Marketing",NA,"None",14,8,6,0,9,1,0,0,0,0,1,0,3,0,0,0,2,0,4,10,"1PKS6018GCRU","Nondegree"
"120251","KM","902","GCRT","6164","Business Analytics",NA,"None",15,11,4,0,11,2,0,0,0,0,0,1,1,0,0,0,2,0,4,11,"1PKS6164GCRU","Nondegree"
"120251","KM","902","GCRT","6165","Mergers and Acquisitions",NA,"None",2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"1PKS6165GCRU","Nondegree"
"120251","KM","902","MS","5148","Technology Management",NA,"None",116,63,53,0,3,5,2,5,0,0,0,101,0,3,1,0,5,7,13,103,"10KS5148MSK","Graduate"
"120251","KM","902","MS","5590","Management",NA,"None",116,41,75,0,12,11,7,6,0,0,1,79,0,7,2,0,13,14,31,85,"1PKS5590MS","Graduate"
"120251","KM","902","MS","5590","Management",NA,"None",934,566,360,8,302,167,69,85,2,0,27,54,228,94,11,3,184,176,255,679,"1PKS5590MSU","Graduate"
"120251","KM","902","MS","5964","Business Analytics",NA,"None",124,67,57,0,2,12,1,1,0,0,0,108,0,1,0,0,12,2,8,116,"1PKS5964MS","Graduate"
"120251","KM","902","NDEG","5590","Management",NA,"None",80,56,23,1,14,12,14,4,0,1,1,2,32,17,2,1,12,20,15,65,"1EKS5590NDEU","Nondegree"
"120251","KM","902","NDEG","5590","Management",NA,"None",7,4,3,0,2,1,1,1,0,0,0,0,2,1,0,0,1,2,1,6,"1PKS5590NDEU","Nondegree"
"120251","KM","902","PHD","0079","Business Administration",NA,"None",37,15,22,0,2,1,0,0,0,0,1,33,0,0,0,0,2,0,1,36,"10KS0079PHD","Graduate"
"120251","KM","952","MBA","9875","Business Administration (MBA)",NA,"None",3479,2340,1111,28,1442,713,184,262,6,2,57,334,479,222,40,10,754,484,975,2504,"10KS9875MBAU","Graduate"
"120251","KM","952","MBA","9875","Business Administration (MBA)","5986","Entrpshp & Strategic Innov",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,"10KS9875MBAU","Graduate"
"120251","KM","952","NDEG","0067","Nondegree",NA,"None",46,26,20,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,46,"10KM0067NDEG","Nondegree"
"120251","KM","952","NDEG","9875","Business Administration (MBA)",NA,"None",135,101,34,0,43,15,8,10,0,0,5,9,45,11,1,0,18,21,29,106,"1EKS9875NDEU","Nondegree"
"120251","KM","952","NDEG","9875","Business Administration (MBA)",NA,"None",19,13,6,0,9,5,1,0,0,0,0,0,4,1,0,0,5,1,4,15,"1PKS9875NDEU","Nondegree"
"120251","KM","952","none","0070","Business Undeclared",NA,"None",621,358,263,0,256,165,14,76,0,1,31,59,19,18,6,1,194,93,478,143,"10KM0070NONE","Undergraduate"
"120251","KM",NA,"College total",NA,"Gies Business",NA,"College total",9256,5585,3622,49,3433,1867,426,833,9,4,227,1539,918,549,96,22,2049,1363,3986,5270,NA,NA
"120251","KN","335","BS","5391","Learning and Education Studies",NA,"None",15,4,11,0,4,5,0,3,0,0,0,3,0,1,1,0,5,3,8,7,"10KN5391BS","Undergraduate"
"120251","KN","335","BS","5391","Learning and Education Studies","5388","Ed Equlty & Cltrl Understandng",5,1,4,0,1,0,2,0,0,0,1,1,0,2,0,0,1,2,4,1,"10KN5391BS","Undergraduate"
"120251","KN","335","BS","5391","Learning and Education Studies","5389","Workplace Trng & Development",11,1,10,0,3,2,1,2,0,0,1,2,0,1,0,0,3,3,9,2,"10KN5391BS","Undergraduate"
"120251","KN","335","BS","5391","Learning and Education Studies","5417","Dig. Env. Lrnng, Tchng, Agency",7,4,3,0,3,1,0,0,0,0,0,3,0,0,0,0,1,0,4,3,"10KN5391BS","Undergraduate"
"120251","KN","335","NDEG","0067","Nondegree",NA,"None",9,1,8,0,5,0,0,1,0,0,1,2,0,2,0,0,0,2,7,2,"10KN0067NDEG","Nondegree"
"120251","KN","570","BS","0093","Special Education",NA,"None",77,12,65,0,56,2,2,13,0,0,2,1,1,3,0,0,3,16,74,3,"10KN0093BS","Undergraduate"
"120251","KN","570","EDM","0093","Special Education",NA,"None",14,1,13,0,3,4,2,1,0,0,1,3,0,3,0,0,4,4,10,4,"10KS0093EDM","Graduate"
"120251","KN","570","EDM","0093","Special Education",NA,"None",15,2,13,0,8,0,1,5,0,0,1,0,0,2,0,0,0,7,15,0,"10KS0093EDMX","Graduate"
"120251","KN","570","PHD","0093","Special Education",NA,"None",18,3,15,0,5,0,3,1,0,0,1,8,0,4,1,0,0,5,6,12,"10KS0093PHD","Graduate"
"120251","KN","613","BS","0094","Early Childhood Education",NA,"None",88,5,83,0,32,12,9,25,0,0,6,3,1,12,1,0,15,37,84,4,"10KN0094BS","Undergraduate"
"120251","KN","613","BS","0094","Early Childhood Education","6135","Prof Education Licensure",16,0,16,0,11,0,2,3,0,0,0,0,0,3,0,0,0,5,16,0,"10KN6135BSU","Undergraduate"
"120251","KN","613","BS","0094","Early Childhood Education","6136","Prof Education Non-Licensure",8,0,8,0,4,0,2,1,0,0,0,0,1,2,0,0,0,3,8,0,"10KN6136BSU","Undergraduate"
"120251","KN","613","BS","0095","Elementary Education",NA,"None",311,21,290,0,180,29,17,67,0,0,12,4,2,24,8,1,36,91,301,10,"10KN0095BS","Undergraduate"
"120251","KN","613","BS","5422","Middle Grades Education",NA,"None",20,8,12,0,7,4,3,2,0,0,1,1,2,4,0,0,4,6,17,3,"10KN5422BS","Undergraduate"
"120251","KN","613","BS","5422","Middle Grades Education","5423","Literacy",28,1,27,0,12,2,7,5,0,0,1,0,1,7,0,0,3,12,28,0,"10KN5422BS","Undergraduate"
"120251","KN","613","BS","5422","Middle Grades Education","5424","Mathematics",34,8,26,0,11,8,2,9,0,0,2,1,1,2,4,0,9,12,32,2,"10KN5422BS","Undergraduate"
"120251","KN","613","BS","5422","Middle Grades Education","5425","Science",7,4,3,0,2,1,1,2,0,0,0,0,1,1,0,0,1,3,7,0,"10KN5422BS","Undergraduate"
"120251","KN","613","BS","5422","Middle Grades Education","5426","Social Science",9,5,4,0,4,1,1,3,0,0,0,0,0,1,0,0,2,4,9,0,"10KN5422BS","Undergraduate"
"120251","KN","613","BS","6081","Computer Science & Education","6069","Learning Sciences",32,21,11,0,4,16,0,1,0,0,2,8,1,0,0,0,18,1,9,23,"10KN6069BS","Undergraduate"
"120251","KN","613","BS","6081","Computer Science & Education","6082","Secondary Education",4,3,1,0,1,2,0,1,0,0,0,0,0,0,0,0,2,1,3,1,"10KN6082BS","Undergraduate"
"120251","KN","613","BS","8527","Secondary Education","5227","Mathematics",35,13,22,0,14,2,4,11,0,0,3,1,0,5,0,0,5,15,34,1,"10KN5227BS","Undergraduate"
"120251","KN","613","EDM","0095","Elementary Education",NA,"None",3,1,2,0,1,0,0,2,0,0,0,0,0,1,0,0,0,2,2,1,"10KS0095EDM","Graduate"
"120251","KN","613","EDM","1144","Curriculum and Instruction",NA,"None",33,2,30,1,25,1,1,2,0,0,0,4,0,2,1,0,1,3,26,7,"10KS1144EDM","Graduate"
"120251","KN","613","EDM","1144","Curriculum and Instruction",NA,"None",24,6,18,0,17,1,2,2,0,0,2,0,0,2,1,0,2,5,17,7,"10KS1144EDMU","Graduate"
"120251","KN","613","EDM","1144","Curriculum and Instruction","5866","Bilingual-Bicultural Education",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,"10KS1144EDM","Graduate"
"120251","KN","613","EDM","1144","Curriculum and Instruction","5866","Bilingual-Bicultural Education",14,4,10,0,5,2,0,4,0,0,0,0,3,0,0,0,2,4,7,7,"10KS1144EDMU","Graduate"
"120251","KN","613","EDM","1144","Curriculum and Instruction","5867","Digital Learning",7,2,5,0,4,1,0,1,0,0,1,0,0,0,0,0,2,1,7,0,"10KS1144EDM","Graduate"
"120251","KN","613","EDM","1144","Curriculum and Instruction","5867","Digital Learning",14,1,13,0,9,2,0,1,0,0,0,2,0,0,0,0,2,1,9,5,"10KS1144EDMU","Graduate"
"120251","KN","613","EDM","1144","Curriculum and Instruction","6194","Trauma-Informed Pract&Pedagogy",2,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,"10KS1144EDM","Graduate"
"120251","KN","613","EDM","1144","Curriculum and Instruction","6194","Trauma-Informed Pract&Pedagogy",9,1,8,0,8,0,0,1,0,0,0,0,0,0,0,0,0,1,6,3,"10KS1144EDMU","Graduate"
"120251","KN","613","EDM","5082","Early Childhood Education",NA,"None",2,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,"10KS5082EDM","Graduate"
"120251","KN","613","EDM","8527","Secondary Education","5224","English",4,1,3,0,1,1,0,2,0,0,0,0,0,0,0,0,1,2,3,1,"10KS8527EDM","Graduate"
"120251","KN","613","EDM","8527","Secondary Education","5225","Social Studies",2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"10KS8527EDM","Graduate"
"120251","KN","613","EDM","8527","Secondary Education","5226","Sciences",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"10KS8527EDM","Graduate"
"120251","KN","613","GCRT","5422","Middle Grades Education",NA,"None",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"10KS5422GCRU","Nondegree"
"120251","KN","613","MA","1144","Curriculum and Instruction",NA,"None",4,1,3,0,0,0,1,2,0,0,0,1,0,1,1,0,0,3,3,1,"10KS1144MA","Graduate"
"120251","KN","613","NDEG","1144","Curriculum and Instruction",NA,"None",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,"10KS1144NDEG","Nondegree"
"120251","KN","613","NDEG","1144","Curriculum and Instruction",NA,"None",2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,2,"10KS1144NDEU","Nondegree"
"120251","KN","613","NDEG","1144","Curriculum and Instruction",NA,"None",11,4,7,0,8,1,1,0,0,0,1,0,0,1,0,1,2,2,0,11,"1EKS1144NDEU","Nondegree"
"120251","KN","613","PHD","1144","Curriculum and Instruction",NA,"None",57,15,41,1,15,3,9,2,0,0,1,27,0,10,2,0,3,12,16,41,"10KS1144PHD","Graduate"
"120251","KN","613","PHD","1144","Curriculum and Instruction","5139","Writing Studies",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"10KS1144PHD","Graduate"
"120251","KN","616","MS","5865","Educational Psychology",NA,"None",3,1,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,"10KS5865MS","Graduate"
"120251","KN","616","MS","5998","Mental Health Counseling",NA,"None",8,2,6,0,2,0,1,1,0,0,0,4,0,1,0,0,0,2,4,4,"1PKS5998MS","Graduate"
"120251","KN","616","PHD","5865","Educational Psychology",NA,"None",47,11,36,0,11,6,8,4,0,0,3,15,0,10,1,0,8,13,9,38,"10KS5865PHD","Graduate"
"120251","KN","616","PHD","5865","Educational Psychology","5867","Digital Learning",1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,"10KS5865PHD","Graduate"
"120251","KN","760","CAS","5399","Educ Policy, Orgzn & Leadrshp","5097","Educational Admin & Leadership",2,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,"10KS5399CAS","Graduate"
"120251","KN","760","EDD","5399","Educ Policy, Orgzn & Leadrshp",NA,"None",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,"10KS5399EDD","Graduate"
"120251","KN","760","EDD","5399","Educ Policy, Orgzn & Leadrshp",NA,"None",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"10KS5399EDDU","Graduate"
"120251","KN","760","EDD","5399","Educ Policy, Orgzn & Leadrshp","5096","Higher Education",7,4,3,0,2,0,1,3,0,0,0,0,1,1,0,0,0,4,7,0,"10KS5399EDD","Graduate"
